"objectid","stationid","sampledate","starttime","endtime","latitude","longitude","datum","fieldcrew","river_sitedescription","watershed","leftbankaccess","rightbankaccess","channeltype","sitetype","streamflowing","reachlength","wettedwidth_a","wettedwidth_b","wettedwidth_c","bankfullwidth_a","bankfullwidth_b","bankfullwidth_c","trashpickedup","numberoutfalls_18_24","numberoutfalls_25_36","numberoutfalls_37_48","numberoutfalls_greater48","trashatoutfalls","amountoftrash","homelessencampment","comments","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_project","login_year","login_agency","login_owner"
144,"SMC01260","2019-08-05 00:00:00","12:55","13:05","34.06505000","-117.97488000","WGS84","Alexis Wallengren, Shelby Palasik","Walnut Creek","San Gabriel","Moderate","Moderate","Concrete","Probabilistic","Yes","30.00000000","5.00000000","5.00000000","5.00000000","34.00000000","34.00000000","34.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{95C4106A-BF50-4D5D-ADCD-809F75493041}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
145,"SMC00686","2019-08-07 00:00:00","08:24","08:40","34.03394000","-117.83884000","WGS84","Karin Wisenbaker, Shelby Palasik","Snow Creek Park","San Gabriel","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","2.70000000","4.50000000","3.50000000","4.00000000","4.50000000","4.50000000","No","1.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{3AA7FB38-A281-44EB-9F4E-641D2218FEB7}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
146,"SMC01248","2019-08-08 00:00:00","09:15","09:20","34.25872000","-117.74604000","WGS84","Alexis Wallengren, Shelby Palasik","E. Fork SGR Tributary","San Gabriel","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","1.00000000","0.40000000","0.20000000","3.00000000","4.00000000","3.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{DB0F219B-5F6E-474C-BB78-EBB0C01BF0FA}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
147,"SMC03452","2019-08-15 00:00:00","09:30","10:00","34.30045000","-117.83268000","WGS84","Karin Wisenbaker","Rockbound Canyon","San Gabriel","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","1.50000000","0.95000000","3.20000000","10.00000000","10.00000000","8.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","NA","","{C2EC3264-6E07-400D-95B4-2977CB282EA7}","checker","2020-02-25 11:04:25","checker","2020-02-25 11:04:25","pauls@sccwrp.org","SMC","2019","ABCL","SGRRMP"
148,"408M03100","2019-05-09 00:00:00","12:24","23:59","34.18106000","-119.08733000","WGS84","Karin Wisenbaker, Kelly Hahs","Houwelings","Calleguas","Moderate","Moderate","Earthen","Probabilistic","Yes","30.00000000","1.15000000","1.20000000","2.00000000","4.00000000","5.00000000","4.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Very tough to walk at this site, did not time, done in conjunction w/ Phab","{64C8F423-9D43-47EA-8219-95C852076A14}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
149,"404M04674","2019-05-09 00:00:00","08:38","09:00","34.14705000","-118.84936000","WGS84","Karin Wisenbaker","Portrero Valley Creek","Santa Monica Bay","Moderate","Moderate","Earthen","Probabilistic","Yes","30.00000000","20.00000000","19.50000000","20.00000000","24.00000000","24.00000000","24.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","Channel Type has Rip Rap","{A9C85097-9C75-4B0B-921E-20F2589C6CBC}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
150,"SMC00047","2019-05-15 00:00:00","08:00","08:05","34.26263000","-119.15083000","WGS84","Alexis Wallengren","Santa Clara River","Santa Clara","Moderate","Moderate","Natural","Probabilistic","Yes","50.00000000","40.00000000","33.00000000","30.00000000","75.00000000","70.00000000","70.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{6460DF02-A236-4CA4-8E81-6DA088D7B431}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
151,"403M01580","2019-05-15 00:00:00","10:15","10:20","34.23482000","-119.22867000","WGS84","Alexis Wallengren","Santa Clara River","Santa Clara","Hard","Hard","Natural","Probabilistic","Yes","50.00000000","12.00000000","15.00000000","21.00000000","25.00000000","25.00000000","23.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{9F04C83C-7993-460C-B166-FD09026AC566}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
152,"403M01560","2019-05-15 00:00:00","13:20","13:35","34.23473000","-119.21513000","WGS84","Bill Carey, Alexis Wallengren","Santa Clara River","Santa Clara","Moderate","Moderate","Natural","Probabilistic","Yes","50.00000000","30.00000000","25.00000000","25.00000000","35.00000000","30.00000000","29.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{C9A4686C-D954-4128-957D-C75E547B8FF2}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
153,"402M00058","2019-06-10 00:00:00","13:26","14:00","34.44709000","-119.44704000","WGS84","Karin Wisenbaker, Alexis Wallengren","Ventura River","Ventura","Moderate","Moderate","Natural","Probabilistic","Yes","50.00000000","39.00000000","35.00000000","35.00000000","42.00000000","42.00000000","42.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{7F572FF7-EA74-439B-9901-A4DB6A694234}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
154,"402M00110","2019-06-10 00:00:00","10:45","11:00","34.42541000","-119.30264000","WGS84","Karin Wisenbaker, Kelly Hahs","Ventura River","Ventura","Moderate","Moderate","Earthen","Probabilistic","Yes","30.00000000","35.00000000","36.00000000","23.00000000","48.00000000","58.00000000","40.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{0DA9A0E6-FDB0-4ED2-AED4-308150BE74CE}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
155,"402M00127","2019-06-10 00:00:00","08:10","08:53","34.42536000","-119.26172000","WGS84","Karin Wisenbaker, Alexis Wallengren","San Antonio","Ventura","Hard","Easy","Natural","Probabilistic","Yes","30.00000000","5.75000000","5.30000000","4.45000000","8.50000000","10.00000000","9.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{16A2C5FF-17C8-4AF0-893F-CC34A70E67B4}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
156,"SMC00660","2019-06-17 00:00:00","08:06","08:10","34.26788000","-118.93836000","WGS84","Alexis Wallengren","Arroyo Las Posas","Calleguas","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","13.00000000","12.00000000","14.00000000","14.00000000","13.00000000","15.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{B6079AB4-B6A7-46E4-BCB6-65CB75D9998A}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
157,"408M03051","2019-06-17 00:00:00","10:29","10:33","34.26725000","-118.94463000","WGS84","Alexis Wallengren","Arroyo Las Posas","Calleguas","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","6.00000000","4.50000000","5.00000000","7.00000000","10.00000000","13.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{7C5F8993-2824-44F0-A250-240A5D8BBD14}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
158,"ME-SCR2","2019-06-17 00:00:00","14:00","14:20","34.30608000","-119.09618000","WGS84","Alexis Wallengren","Santa Clara River","Santa Clara","Hard","Moderate","Natural","Probabilistic","Yes","50.00000000","16.50000000","14.00000000","14.00000000","20.00000000","15.00000000","17.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{9157C748-FE4E-4C7B-8491-47796BDF03E6}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
159,"SMC00027","2019-06-18 00:00:00","11:00","11:20","34.66375000","-119.05200000","WGS84","Bill Carey, Alexis Wallengren","Piru Creek","Santa Clara","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","3.30000000","4.00000000","2.15000000","8.00000000","8.50000000","10.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{3F8C7A67-B0FD-4812-8D7C-1CAA07D8BE98}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
160,"403M01571","2019-06-19 00:00:00","09:20","09:45","34.58629000","-119.27823000","WGS84","Bill Carey, Alexis Wallengren","Sespe Creek","Santa Clara","Hard","Hard","Natural","Probabilistic","Yes","30.00000000","3.50000000","7.00000000","8.50000000","4.00000000","12.50000000","10.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{3086E02F-D30D-49D7-9DEF-5009CF53EE0F}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
161,"SMC00271","2019-06-19 00:00:00","12:30","12:45","34.54964000","-119.16595000","WGS84","Bill Carey, Alexis Wallengren","Middle Lions Camp","Santa Clara","Easy","Moderate","Natural","Probabilistic","Yes","30.00000000","3.30000000","7.50000000","6.00000000","17.00000000","14.00000000","10.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{DE68768F-66CD-40B2-89BB-5C50941BE8C3}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
162,"SMC00836","2019-07-25 00:00:00","07:40","07:50","34.19081000","-119.00555000","WGS84","Alexis Wallengren, Shelby Palasik, Kelly Hahs","Conejo Creek","Calleguas","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","4.30000000","3.30000000","9.00000000","20.00000000","15.00000000","10.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{A0C8F273-D49B-4B72-8B9B-7A5BED696ACC}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
163,"408M03111","2019-07-25 00:00:00","10:45","10:50","34.17988000","-119.03465000","WGS84","Shelby Palasik","Calleguas Creek","Calleguas","Moderate","Hard","Natural","Probabilistic","Yes","30.00000000","9.50000000","13.50000000","8.50000000","20.00000000","20.00000000","20.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{D1DF5B37-ACFB-48F5-B745-454B5F2D0FFF}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
164,"ME-CC","2019-07-25 00:00:00","13:05","13:10","34.18017000","-119.04137000","WGS84","Shelby Palasik","Calleguas Creek","Calleguas","Moderate","Moderate","Natural","Probabilistic","Yes","30.00000000","3.50000000","2.50000000","1.10000000","4.00000000","3.00000000","5.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{F50172C9-9CBD-4C28-98B5-82451FEB12EF}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
165,"ME-VR2","2019-07-31 00:00:00","08:35","08:55","34.34096000","-119.29811000","WGS84","Karin Wisenbaker, Kelly Hahs","Ventura River","Ventura","Hard","Hard","Earthen","Probabilistic","Yes","30.00000000","12.50000000","13.10000000","10.80000000","17.00000000","17.00000000","17.00000000","No","0.00000000","0.00000000","0.00000000","0.00000000","NA","NA","No","","{CA6C2677-680F-4C1F-94B1-69B3DD78B2D2}","checker","2020-02-25 11:17:43","checker","2020-02-25 11:17:43","pauls@sccwrp.org","SMC","2019","ABCL","VCWPD"
166,"906M23361","2019-04-29 00:00:00","11:00","11:15","32.84373000","-117.21116000","WGS84","John Rudolph, Bill Isham, Kevin Stolzenbach","San Clemente Canyon","San Diego","Moderate","Hard","Natural","Probabilistic","Yes","30.00000000","7.20000000","5.50000000","1.40000000","7.20000000","8.00000000","7.50000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","","{5495E504-E744-4106-A760-E8FA82FB1F4C}","checker","2020-02-25 11:20:35","checker","2020-02-25 11:20:35","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
167,"906M23380","2019-06-04 00:00:00","10:18","10:30","32.78921000","-117.18792000","WGS84","John Rudolph, Bill Isham, Kate Buckley","Tecolote Creek","San Diego","Easy","Easy","Natural","Probabilistic","Yes","30.00000000","1.30000000","6.00000000","7.40000000","2.70000000","8.30000000","8.40000000","No","0.00000000","0.00000000","0.00000000","0.00000000","No","NA","No","In middle of golf course","{E78BA557-3967-47A4-B2F1-6BB0BD331411}","checker","2020-02-25 11:20:35","checker","2020-02-25 11:20:35","pauls@sccwrp.org","SMC","2019","AMEC","SDCDPW"
