stationid,sampledate,latitude,longitude,trashcategory,trashtype,total_counts,areaweight
SMC09698,6/5/18 00:00,34.7459,-116.70739,Plastic,Bag Pieces,8,85.23642372
SMC09698,6/5/18 00:00,34.7459,-116.70739,Plastic,Cups,1,85.23642372
SMC09698,6/5/18 00:00,34.7459,-116.70739,Plastic,Chips bags,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Cigar Tips,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Metal,Metal Other,2,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Cigarette Butts,2,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Hard Plastic Pieces,3,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Metal,"Nails, Screws, Bolts, etc.",1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Soft Plastic Pieces,2,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Soft Plastic Pieces,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Metal,"Wire (barb, chicken, etc.)",2,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Hard Plastic Pieces,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Miscellaneous,E-waste,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Biodegradable,Paper/ cardboard,2,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Glass,Glass Pieces,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Single Use Container,1,85.23642372
SMC11581,6/5/18 00:00,33.95218,-117.6063,Plastic,Lid,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Wrapper/Wrapper Pieces,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Cigar Tips,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Metal,Metal Other,2,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Cigarette Butts,2,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Hard Plastic Pieces,3,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Metal,"Nails, Screws, Bolts, etc.",1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Soft Plastic Pieces,2,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Soft Plastic Pieces,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Metal,"Wire (barb, chicken, etc.)",2,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Hard Plastic Pieces,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Miscellaneous,E-waste,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Biodegradable,Paper/ cardboard,2,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Glass,Glass Pieces,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Single Use Container,1,85.23642372
SMC11581,6/19/19 00:00,33.95218,-117.6063,Plastic,Lid,1,85.23642372
